,Organization,Name,Farm,Address,Latitude,Longitude
751,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Rio Branco,"Rodovia MT 010, 35 Km após Ipiranga do Norte sentido ""moegão da Bunge"", Ipiranga do Norte/MT, Brasil",-11.956708333333333,-56.152794444444446
752,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Santa Carmen,"Rodovia MT 422, Gleba Manitsua- Missu, Santa Carmen/MT, Brasil",-12.772680555555556,-55.95436666666667
753,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Santa Helena,"Estrada do Pontal + 17 Km, Zona Rural, Sorriso/MT, Brasil",-12.505386111111111,-55.866036111111114
754,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,São José,"Rodovia MT 242, Km 140, Gleba SacKman, Nova Ubiratã/MT, Brasil",-12.818438888888888,-54.93896944444444
755,Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Sichieri,"Loteamento Teles Pires, S/N, Faz. Sichieri, Sorriso/MT, Brasil",-12.496224999999999,-55.81568333333333
756,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Campos Lindos,Loteamento Santa Catarina -Município de Campos Lindos - Tocantins - BR,-8.119722222222222,-46.53055555555555
757,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Chapada Alta,Loteamento Santa Catarina -Campos Lindos - Tocantins - BR,-8.293055555555556,-46.776944444444446
758,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Santo Isidoro,Zona Rural - Riachão - Maranhão - BR,-7.420833333333333,-46.36138888888889
759,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Batavo,"Fazenda Batavo Km 245 Gerais de Balsas, Data Caracol Zona Rural - Balsas - Maranhão - BR",-8.564722222222223,-46.67944444444444
760,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda União,"Zona Rural, São Valério da Natividade - TO",-11.548055555555555,-48.40138888888889
761,Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Curitiva,Tasso Fragoso - MA,-7.654166666666667,-46.66416666666667
762,GGF Agro,GGF - Guerino Ferrarin e Outros,Fazenda Izabela,Santo Antonio do Leste/MT,-14.857861111111111,-53.492125
763,GGF Agro,GGF - Guerino Ferrarin e Outros,Fazenda Primavera,Primavera do Leste/MT,-15.23903611111111,-54.154088888888886
764,GGF Agro,GGF - Guerino Ferrarin e Outros,Fazenda Independência,Santo Antonio do Leste/MT,-14.8586,-53.49315
765,GGF Agro,GGF - Guerino Ferrarin e Outros,Fazenda Rio Bonito,Nova Ubiratã/MT,-13.524036111111112,-55.07678333333334
766,GGF Agro,GGF - Guerino Ferrarin e Outros,Fazenda Pirapó,São José do Rio Claro/MT,-13.853141666666666,-57.19152777777777
767,Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda,Fazenda Lage,Santana da Vargem - MG,-21.282777777777778,-45.43416666666666
768,Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda,Fazenda Saquarema,Carmo da Cachoeira - MG,-21.52791111111111,-45.25128611111111
769,Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda,Agropecuaria Verdes Mares,Guapé - MG,-20.823544444444444,-45.25128611111111
770,Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda,Potreiro,Três Pontas - MG,-21.380283333333335,-45.308474999999994
771,Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda,Agrorossi,Serra Salitre - MG,-19.435080555555555,-46.84454166666667
772,Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda,São Pedro,Ibiá - MG,-19.516130555555556,-46.53453888888889
773,Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda,Fazenda Angico,Ibiá - MG,-19.516130555555556,-46.53454166666666
774,Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda,Fazenda Novo Horizonte,Medeiros - MG,-19.937797222222223,-46.43993333333333
775,Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda,Fazenda da Laje,Luminarias - MG,-21.60213888888889,-45.10445555555556
776,GGF Agro,GGF - GUERINO FERRARIN E OUTROS,Pau da Onça,Santa Rita do Trivelato/MT,-13.666558333333334,-55.39378611111111
777,Fazenda Nossa Senhora Aparecida,Fazenda Nossa Senhora Aparecida,Nossa Senhora Aparecida,Agua Fria de Goiás/GO,-47.72547,-14.82449
778,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA AGRO BOA VISTA,BALSAS - MA,-8.59715,-46.639218
779,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA CERTEZA,BALSAS - MA,-8.118607,-45.870153
780,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA CHAPADÃO,TASSO FRAGOSO – MA,-8.651808,-45.945183
781,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA SAPUCAÍ,TASSO FRAGOSO - MA,-8.297231,-45.769278
782,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA GUAÍRA,FORTALEZA DOS NOGUEIRAS – MA,-7.088961,-45.945405
783,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA CAIUÁ,BALSAS - MA,-8.430479,-46.618932
784,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA SEIS IRMÃOS,RIACHÃO - MA,-7.447427,-46.3264
785,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA JAPURÁ,SANTA FILOMENA - PI,-8.721907,-45.570364
786,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA ALVORADA,SÃO DESIDÉRIO - BA,-12.423922,-46.2506222
787,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA TAKAHASHI,BALSAS - MA,-8.678837,-46.665834
788,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA LAGOA ENCANTADA,PRIMAVERA DO LESTE - MT,-15.266706,-54.263947
789,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA ESCONDIDO,BALSAS - MA,-7.963056,-45.92465
790,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA PIRACICABA,TASSO FRAGOSO - MA,-7.965008,-45.752163
791,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA ANGICOS,TASSO FRAGOSO - MA,-8.125459,-45.789736
792,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA GUARANI,SÃO DESIDÉRIO - BA,-12.902398,-46.194599
793,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA ORQUÍDEAS,BARREIRAS - BA,-11.84223,-46.244109
794,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA CAMPO ABERTO BARREIRAS – BA,BARREIRAS - BA,-11.793402,-45.958693
795,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA BAIXÃO PRETO,RIACHÃO - MA,-8.191716,-46.461772
796,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA  AGROMANTOVA  - BATAVO,BALSAS - MA,-8.520959,-46.749241
797,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA TABATINGA,ALTO PARNAÍBA – MA,-8.9949,-46.559639
798,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA TERRA NOVA,TASSO FRAGOSO - MA,-8.672696,-46.011546
799,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA ARAPUÃ,BALSAS - MA,-8.12433,-46.14611
800,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA APUÃ,BALSAS - MA,-8.041355,-45.976106
801,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA NOSSA SENHORA DAS GRAÇAS,TASSO FRAGOSO - MA,-8.135828,-46.133402
802,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA SAMA,LUIZ EDUARDO MAGALHÃES - BA,-12.214789,-45.958782
803,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA CONDOMINIO IRMÃOS GATTO,BARREIRAS - BA,-11.83768,-46.28957
804,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA CABECEIRA,TASSO FRAGOSO - MA,-8.447452,-45.937696
805,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA TEATINO,BALSAS - MA,-7.960087,-45.809129
806,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA TRADIÇÃO,RIBEIRO GONÇALVES - PI,-7.798658,-45.054773
807,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA GBC,CORRENTINA - BA,-13.504164,-46.113412
808,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA PARANÁ,CORRENTINA - BA,-13.740469,-46.140271
809,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA PORTO ALEGRE,CORRENTINA - BA,-12.804929,-45.656859
810,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA FAVEIRA,TASSO FRAGOSO - MA,-7.849968,-45.778352
811,Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA ALVORADA – FRITZEN,MONTE ALEGRE - PI,-9.375476,-45.35193833333334
812,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Carlos Eduardo Silveira,Assentamento Ander Rodolfo Henrique ,-24.920630555555558,-54.03516666666666
813,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Tatiana Eloiza Scultz,Assentamento Ander Rodolfo Henrique ,-54.05305,-24.946908333333333
814,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Cleusa Guilherme da Silva,Assentamento Ander Rodolfo Henrique ,-54.03516666666666,-24.920630555555558
815,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Diomar Zopellaro,Assentamento Ander Rodolfo Henrique ,-24.920283333333334,-54.038780555555554
816,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Jose Ezildo da Silva,Assentamento Ander Rodolfo Henrique ,-24.93898888888889,-54.058386111111105
817,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Flavio Luiz Berno,Distrito Floresta – Palotina,-24.220277777777778,-53.71083333333333
818,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Caroline de Carle Gomes,Linha Alvorada – Palotina,-24.240555555555556,-53.863055555555555
819,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Darci Dedimar Tomm,Linha Belmonte - Marechal C. Rondon,-24.499722222222225,-54.18083333333333
820,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Hilario Mattuizzi,Linha Madrugada – Palotina,-25.08861111111111,-53.581388888888895
821,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Deomiro Bernardo Lehmkuhl,Vila Floresta – Palotina,-24.198888888888888,-53.717222222222226
822,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Lauri Leo Buzanello,Linha São Clemente – Palotina,-24.264722222222222,-53.89361111111111
823,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Araides Duarte da Luz,Assentamento Olga Benario - Santa Tereza,-25.08861111111111,-53.581388888888895
824,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Roberto Pradela,Vila Floresta – Palotina,-24.19361111111111,-53.726111111111116
825,Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Olindo Pierezan,Linha Madrugada – Palotina,-25.08861111111111,-53.581388888888895
826,Amaggi,Amaggi EU RED 2,Fazenda Tanguro,Querência - MT,-12.875211111111112,-52.39218888888889
827,Amaggi,Amaggi EU RED 2,Fazenda Itamarati,Campo Novo do Parecis - MT,-14.318152777777778,-57.95717777777778
828,Amaggi,Amaggi Commodities,Fabiane II,"Rodovia BR 163, Km 600 à direita mais 28 Km pela MT 235, Nova Mutum - Mato Grosso,",-55.87307222222222,-13.752711111111111
829,Amaggi,Amaggi Commodities,Horizontina,"Estrada de Ipiranga do Norte a Sinop - MT 222, mais 12 KM, Sorriso - Mato Grosso",-56.06805555555556,-11.890555555555554
830,Amaggi,Amaggi Commodities,Nova Esperança,"Rodovia MT-338, Km 116 + 1,5 Km direita, Tapurah - Mato Grosso",-56.64475,-12.516944444444444
831,Amaggi,Amaggi Commodities,Pomba Branca,"Rod BR 163, Km 740, mais 35 Km a esquerda, Sorriso - Mato Grosso",-55.87138888888889,-12.364722222222222
832,Amaggi,Amaggi Commodities,Poranga,"Rodovia BR-163, Km 755, Sorriso - Mato Grosso",-55.617222222222225,-12.469444444444445
833,Amaggi,Amaggi Commodities,Rancho Alegre,"Rod. BR 163, Km 585, a direita mais 110 KM, do Distrito de Pacoval - Santa Rita Trivelato - Mato Grosso",-55.30086111111111,-14.114527777777777
834,Amaggi,Amaggi Commodities,Reunidas São Roberto,"Rodovia MT 242 sentido Nova Ubiratã, Km 17 a esquerda mais 6 Km, Vera - Mato Grosso",-55.51277777777778,-12.617222222222223
835,Amaggi,Amaggi Commodities,Rincão Florido,"Rodovia MT-010, Km 160 esquerda, Ipiranga do Norte - Mato Grosso",-56311,-12.330333333333334
836,Amaggi,Amaggi Commodities,Riograndense,"Rod BR 163, Km 742, mais 10 Km a esquerda, Sorriso - Mato Grosso",-55.63472222222222,-12.557222222222222
837,Amaggi,Amaggi Commodities,Santa Ignes,"Rodovia MT-338, Km 106 + 4 Km esquerda, Tapurah - Mato Grosso",-56.642472222222224,-12.588166666666668
838,Amaggi,Amaggi Commodities,Santa Lucia,"Rodovia Br 163 Km 689, mais 33 a esquerda, Lucas do Rio Verde - Mato Grosso",-55.7215,-12.865444444444444
839,Amaggi,Amaggi Commodities,São Francisco Do Sul,"Rodovia MT 338, Km 110, mais 4 Km a esquerda,Tapurah - Mato Grosso",-56.65819722222222,-12.592622222222223
840,Amaggi,Amaggi Commodities,Vendaval,"Rodovia MT-338, Km 143 + 20 Km a direita, Porto dos Gaúchos - Mato Grosso",-56.350833333333334,-12.052536111111111
841,Amaggi,Amaggi Commodities,Nova Esperança,"Rodovia MT-338, Km 116 + 1,5 Km direita, Tapurah - Mato Grosso",-56.64475,-12.516944444444444
842,Amaggi,Amaggi Commodities,Santa Ignes,"Rodovia MT-338, Km 106 + 4 Km esquerda, Tapurah - Mato Grosso",-56.642472222222224,-12.588166666666668
843,Amaggi,Amaggi Commodities,São Francisco do Sul,"Rodovia MT 338 Km 110, mais 4 Km a esquerda, Tapurah - Mato Grosso",-56.65819722222222,-12.592622222222223
844,Amaggi,Amaggi Commodities,Don Aro,"Linha MA 26 Complemento MP 72 GL Machadinho, Ariquemes - Rondônia",-61.98356944444445,-9.571591666666666
845,Amaggi,Amaggi Commodities,Rincão Florido,"Rodovia MT-010, Km 160 esquerda, Ipiranga do Norte - Mato Grosso",-56311,-12.330333333333334
846,Amaggi,Amaggi Commodities,Vendaval,"Rodovia MT-338, Km 143 + 20 Km a direita, Porto dos Gaúchos - Mato Grosso",-56.350833333333334,-12.052536111111111
847,Amaggi,Amaggi Commodities,Poranga,"Rodovia BR-163, Km 755, Sorriso - Mato Grosso",-55.617222222222225,-12.469444444444445
848,Amaggi,Amaggi Commodities,Reunidas São Roberto,"Rodovia MT 242 sentido Nova Ubiratã Km 17 a esquerda por mais 6 Km, Vera - Mato Grosso",-55.51277777777778,-12.617222222222223
849,Amaggi,Amaggi Commodities,Vitoria,"Gleba Nucleo Colonial Rio Ferra,Vera - Mato Gross",-55.032183333333336,-12.461141666666666
850,Amaggi,Amaggi Commodities,Riograndense,"Rod BR 163, Km 742, mais 10 Km a esquerda, Sorriso - Mato Grosso",-55.63472222222222,-12.557222222222222
851,Amaggi,Amaggi Commodities,Pomba Branca,"Rod BR 163, Km 740, mais 35 Km a esquerda, Sorriso - Mato Grosso",-55.87138888888889,-12.364722222222222
852,Amaggi,Amaggi Commodities,Horizontina,"Estrada de Ipiranga do Norte a Sinop - MT 222, mas 12 KM, Sorriso - Mato Grosso",-56.06805555555556,-11.890555555555554
853,Amaggi,Amaggi Commodities,Silvano I e Nossa Senhora Aparecida,"Linha Celeste, Km 20, Vera - Mato Grosso",-55.56934722222223,-12.556775
854,Amaggi,Amaggi Commodities,Santa Lucia,"Rodovia BR 163 Km 689, mais 33 à esquerda, Lucas do Rio Verde - Mato Grosso",-55.7215,-12.865444444444444
855,Amaggi,Amaggi Commodities,Rancho Alegre,"Rod. BR 163, KM 585, a direita mais 110 KM, Santa Rita do Trivelato - Distrito de Pacoval - Mato Grosso",-55.30086111111111,-14.114527777777777
856,Amaggi,Amaggi Commodities,Fabiane II,"Rodovia BR 163, Km 600, à direita mais 28 Km pela MT 235, Nova Mutum - Mato Grosso",-55.87307222222222,-13.752711111111111
857,Amaggi,Amaggi Commodities,Globo,"Rodovia BR-364, Km 1056, Sapezal - Mato Grosso",-58.59330555555556,-12.951833333333333
858,Amaggi,Amaggi Commodities,Santa Rosa do Paraná I e II,"Rodovia MT 235, Km 137, entrando à direita percorre-se uma distância de 17 quilômetros, Sapezal - Mato Grosso",-58.85777777777778,-13.411111111111111
859,Amaggi,Amaggi Commodities,Paraíso,"Rodovia MT 235, Km 80, + 23 Km à direita, Sapezal - Mato Grosso",-58.46083333333333,-13.375833333333334
860,Amaggi,Amaggi Commodities,Canário e Rodeio,"Rodovia MT 235, Km 110 + 20 Km à direita, Sapezal - Mato Grosso",-58.70388888888889,-13.627500000000001
861,Amaggi,Amaggi Commodities,Flexa de Ouro I,"Rodovia MT-170, Km 200 + 2 à esquerda, Brasnorte - Mato Grosso",-58.09955555555556,-12.554166666666667
862,Amaggi,Amaggi Commodities,Flexa de Ouro II,"Rodovia estadual MT 220 Km 70, Juara - Mato Grosso",-57.89213888888889,-11.544027777777778
863,Amaggi,Amaggi Commodities,Lajeada,"Rodovia MT 388 Km 45, linha alto Juruena, Campo de Júlio - Mato Grosso",-59.201483333333336,-14.106388888888889
864,Amaggi,Amaggi Commodities,Estrela,"Rodovia MT-170, Km 50 à direita, Campo Novo do Parecis - Mato Grosso",-57.96344166666667,-13.869941666666668
865,Amaggi,Amaggi Commodities,Santa Maria,"Rodovia MT-170, Km 80 + 50 Km direita, Campo Novo do Parecis - Mato Grosso",-57725,-13.328111111111111
866,Amaggi,Amaggi Commodities,Santa Maria (Cristina),"Rodovia MT-170, Km 74 + 40 Km direita, Campo Novo do Parecis - Mato Grosso",-57.926091666666665,-13.784975
867,Amaggi,Amaggi Commodities,Santa Amelia / Curitiba,"Rodovia MT-170, Km 74 + 40 Km direita, Campo Novo do Parecis - Mato Grosso",-57.58744444444444,-13.816888888888888
868,Amaggi,Amaggi Commodities,Vista Alegre,"Rodovia MT-170, Km 75 + 22 Km direita, Campo Novo do Parecis - Mato Grosso",-57.726305555555555,-13.55963888888889
869,Amaggi,Amaggi Commodities,Sudoeste,"Rodovia MT-170, Km 74 + 40 Km direita, Campo Novo do Parecis - Mato Grosso",-57.54072222222222,-13.757388888888888
870,Amaggi,Amaggi Commodities,Piramide,"Rodovia MT-170, Km 86 + 40 Km direita, Campo Novo do Parecis - Mato Grosso",-57.78066666666667,-13.300972222222223
871,Amaggi,Amaggi Commodities,São Carlos,"Rodovia MT-170, Km 90 + 2 Km esquerda, Campo Novo do Parecis - Mato Gross",-57.93633611111111,-13.570827777777778
872,Amaggi,Amaggi Commodities,Porta do Céu,"Rodovia MT-170, Km 90 + 2 Km esquerda - Campo Novo do Parecis - Mato Grosso",-57.93633611111111,-13.570827777777778
