Organization,Name,Farm,Address,Latitude,Longitude
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Santa Helena,"Estrada do Pontal + 17 Km, Zona Rural, Sorriso/MT, Brasil","12º30'19,39''","55º51'57,73''"
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,São José,"Rodovia MT 242, Km 140, Gleba SacKman, Nova Ubiratã/MT, Brasil","12º49'06,38''","54º56'20,29''"
Cerquality Consultoria em Sustentabilidade e Certificação,Cerquality Consultoria em Sustentabilidade e Certificacao LTDA - Grupo I,Sichieri,"Loteamento Teles Pires, S/N, Faz. Sichieri, Sorriso/MT, Brasil",12º29'46.41'',55º48'56.46''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Campos Lindos,Loteamento Santa Catarina -Município de Campos Lindos - Tocantins - BR,S 08o07'11'',W46o31'50''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Chapada Alta,Loteamento Santa Catarina -Campos Lindos - Tocantins - BR,S 08o17'35'',W46o46'37''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Santo Isidoro,Zona Rural - Riachão - Maranhão - BR,S 07o25'15'',W46o21'41''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Batavo,"Fazenda Batavo Km 245 Gerais de Balsas, Data Caracol Zona Rural - Balsas - Maranhão - BR",S 08o33'53'',W 46o40'46''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda União,"Zona Rural, São Valério da Natividade - TO",S 11o32'53'',W48o24'05''
Agrex do Brasil,Agrex do Brasil S.A.,Fazenda Curitiva,Tasso Fragoso - MA,S 07 39 15'',W 46 39 51''
GGF Agro,GGF - Guerino Ferrarin e Outros,Fazenda Izabela,Santo Antonio do Leste/MT,14º51'28.3 0''S,53º29'31.6 5''O
GGF Agro,GGF - Guerino Ferrarin e Outros,Fazenda Primavera,Primavera do Leste/MT,15º14'20.5  3''S,54º9'14.72'' O
GGF Agro,GGF - Guerino Ferrarin e Outros,Fazenda Independência,Santo Antonio do Leste/MT,14º51'30.9 6''S,53º29'35.3 4''O
GGF Agro,GGF - Guerino Ferrarin e Outros,Fazenda Rio Bonito,Nova Ubiratã/MT,13º31'26.5 3''S,55º04'36.4 2''O
GGF Agro,GGF - Guerino Ferrarin e Outros,Fazenda Pirapó,São José do Rio Claro/MT,13º51'11.31''S,57º11'29.5 0''O
Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda,Fazenda Lage,Santana da Vargem - MG,21º 16' 58,45º 26' 03''W
Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda,Fazenda Saquarema,Carmo da Cachoeira - MG,21º31'40.4 8'' S,45º15'04.6 3''
Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda,Agropecuaria Verdes Mares,Guapé - MG,20º49'24.7 6'' S,45º15'04.6 3''
Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda,Potreiro,Três Pontas - MG,"21º22'49,0 2'' S","45º18'30,5 1''"
Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda,Agrorossi,Serra Salitre - MG,19º26'06.2 9'' S,46º50'40.3 5''
Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda,São Pedro,Ibiá - MG,19`30`58.0 7'',46`32`04.3 4
Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda,Fazenda Angico,Ibiá - MG,19`30`58.0 7'',46`32`04.3 5
Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda,Fazenda Novo Horizonte,Medeiros - MG,19º56'16.0 7''S,46º26'23.7 6''
Saag Comercial Exportadora ,Saag Comercial Exportadora Ltda,Fazenda da Laje,Luminarias - MG,21º36'7.70'' S,45º6'16.04''O
GGF Agro,GGF - GUERINO FERRARIN E OUTROS,Pau da Onça,Santa Rita do Trivelato/MT,"13º39'59,6 16''","55º23'37,6 38''"
Fazenda Nossa Senhora Aparecida,Fazenda Nossa Senhora Aparecida,Nossa Senhora Aparecida,Agua Fria de Goiás/GO,"-47,72547","-14,82449"
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA AGRO BOA VISTA,BALSAS - MA,8.597150º,46.639218 º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA CERTEZA,BALSAS - MA,8.118607º,45.870153º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA CHAPADÃO,TASSO FRAGOSO – MA,8.651808º,45.945183º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA SAPUCAÍ,TASSO FRAGOSO - MA,8.297231º,45.769278º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA GUAÍRA,FORTALEZA DOS NOGUEIRAS – MA,7.088961º,45.945405º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA CAIUÁ,BALSAS - MA,8.430479º,46.618932º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA SEIS IRMÃOS,RIACHÃO - MA,7.447427º,46.326400º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA JAPURÁ,SANTA FILOMENA - PI,8.721907º,45.570364º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA ALVORADA,SÃO DESIDÉRIO - BA,12.423922º,46.2506222º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA TAKAHASHI,BALSAS - MA,8.678837º,46.665834º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA LAGOA ENCANTADA,PRIMAVERA DO LESTE - MT,15.266706º,54.263947º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA ESCONDIDO,BALSAS - MA,7.963056º,45.924650º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA PIRACICABA,TASSO FRAGOSO - MA,7.965008º,45.752163º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA ANGICOS,TASSO FRAGOSO - MA,8.125459º,45.789736º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA GUARANI,SÃO DESIDÉRIO - BA,12.902398 º,46.194599º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA ORQUÍDEAS,BARREIRAS - BA,11.842230 º,46.244109º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA CAMPO ABERTO BARREIRAS – BA,BARREIRAS - BA,11.793402 º,45.958693º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA BAIXÃO PRETO,RIACHÃO - MA,8.191716º,46.461772º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA  AGROMANTOVA  - BATAVO,BALSAS - MA,8.520959º,46.749241º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA TABATINGA,ALTO PARNAÍBA – MA,8.994900º,46.559639º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA TERRA NOVA,TASSO FRAGOSO - MA,8.672696º,46.011546º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA ARAPUÃ,BALSAS - MA,8.124330º,46.14611º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA APUÃ,BALSAS - MA,8.041355º,45.976106º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA NOSSA SENHORA DAS GRAÇAS,TASSO FRAGOSO - MA,8.135828º,46.133402º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA SAMA,LUIZ EDUARDO MAGALHÃES - BA,12.214789 º,45.958782º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA CONDOMINIO IRMÃOS GATTO,BARREIRAS - BA,11.837680 º,46.289570º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA CABECEIRA,TASSO FRAGOSO - MA,8.447452º,45.937696º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA TEATINO,BALSAS - MA,7.960087º,45.809129º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA TRADIÇÃO,RIBEIRO GONÇALVES - PI,7.798658 º,45.054773º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA GBC,CORRENTINA - BA,13.504164 º,46.113412º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA PARANÁ,CORRENTINA - BA,13.740469 º,46.140271º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA PORTO ALEGRE,CORRENTINA - BA,12.804929 º,45.656859º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA FAVEIRA,TASSO FRAGOSO - MA,7.849968º,45.778352º
Cerquality Consultoria em Sustentabilidade e Certificação,CerQuality Consultoria em Sustentabilidade e Certificação Ltda Grupo III,FAZENDA ALVORADA – FRITZEN,MONTE ALEGRE - PI,9.375476º,45.21697 8º
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Carlos Eduardo Silveira,Assentamento Ander Rodolfo Henrique ,24º55'14.2 7'',54º 2'6.60''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Tatiana Eloiza Scultz,Assentamento Ander Rodolfo Henrique ,54º3'10.98'',24º56'48.8 7''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Cleusa Guilherme da Silva,Assentamento Ander Rodolfo Henrique ,54º 2'6.60'',24º55'14.2 7''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Diomar Zopellaro,Assentamento Ander Rodolfo Henrique ,24º55'13.0 2'',54º2'19.6 1''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Jose Ezildo da Silva,Assentamento Ander Rodolfo Henrique ,24º56'20.3 6'',54º3'30.1 9''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Flavio Luiz Berno,Distrito Floresta – Palotina,24º 13' 13'',53º 42' 39''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Caroline de Carle Gomes,Linha Alvorada – Palotina,24º 14' 26'',53º 51' 47'
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Darci Dedimar Tomm,Linha Belmonte - Marechal C. Rondon,24º29'59'',54º10' 51''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Hilario Mattuizzi,Linha Madrugada – Palotina,25º 05' 19'',53º 34' 53''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Deomiro Bernardo Lehmkuhl,Vila Floresta – Palotina,24º 11' 56'',53º 43' 02''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Lauri Leo Buzanello,Linha São Clemente – Palotina,24º 15' 53'',53º 53' 37''
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Araides Duarte da Luz,Assentamento Olga Benario - Santa Tereza,25º 05' 19'',53º 34' 53'
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Roberto Pradela,Vila Floresta – Palotina,24º 11' 37'',53º 43' 34'
Cataratas do Iguaçu Produtos Orgânicos,Cataratas do Iguacu Produtos Organicos Ltda - Gebana Brasil,Olindo Pierezan,Linha Madrugada – Palotina,25º 05' 19'',53º 34' 53''
Amaggi,Amaggi EU RED 2,Fazenda Tanguro,Querência - MT,"12º52'30,7 6''","52º23'31,8 8''"
Amaggi,Amaggi EU RED 2,Fazenda Itamarati,Campo Novo do Parecis - MT,14º19'5.35'',57º57'25.8 4''
Amaggi,Amaggi Commodities,Fabiane II,"Rodovia BR 163, Km 600 à direita mais 28 Km pela MT 235, Nova Mutum - Mato Grosso,","55º52'23,06''W","13º45'9,76''S"
Amaggi,Amaggi Commodities,Horizontina,"Estrada de Ipiranga do Norte a Sinop - MT 222, mais 12 KM, Sorriso - Mato Grosso",56º4'5''W,11º53'26''S
Amaggi,Amaggi Commodities,Nova Esperança,"Rodovia MT-338, Km 116 + 1,5 Km direita, Tapurah - Mato Grosso","56º38'41,1''W","12º31'01,0''S"
Amaggi,Amaggi Commodities,Pomba Branca,"Rod BR 163, Km 740, mais 35 Km a esquerda, Sorriso - Mato Grosso",55º52'17''W,12º21'53''S
Amaggi,Amaggi Commodities,Poranga,"Rodovia BR-163, Km 755, Sorriso - Mato Grosso",55º37'02''W,12º28'10''S
Amaggi,Amaggi Commodities,Rancho Alegre,"Rod. BR 163, Km 585, a direita mais 110 KM, do Distrito de Pacoval - Santa Rita Trivelato - Mato Grosso","55º18'03,1''W","14º06'52,3''S"
Amaggi,Amaggi Commodities,Reunidas São Roberto,"Rodovia MT 242 sentido Nova Ubiratã, Km 17 a esquerda mais 6 Km, Vera - Mato Grosso",55º 30' 46''W,12º 37' 2'' S
Amaggi,Amaggi Commodities,Rincão Florido,"Rodovia MT-010, Km 160 esquerda, Ipiranga do Norte - Mato Grosso","56º18'39,6''W","12º19'49,2''S"
Amaggi,Amaggi Commodities,Riograndense,"Rod BR 163, Km 742, mais 10 Km a esquerda, Sorriso - Mato Grosso",55º38'5''W,12º33'26''S
Amaggi,Amaggi Commodities,Santa Ignes,"Rodovia MT-338, Km 106 + 4 Km esquerda, Tapurah - Mato Grosso","56º38'32,9''W","12º35'17,4''S"
Amaggi,Amaggi Commodities,Santa Lucia,"Rodovia Br 163 Km 689, mais 33 a esquerda, Lucas do Rio Verde - Mato Grosso","55º43'17,4''W","12º51'55,6''S"
Amaggi,Amaggi Commodities,São Francisco Do Sul,"Rodovia MT 338, Km 110, mais 4 Km a esquerda,Tapurah - Mato Grosso","56º39'29,51''W","12º35'33,44''S"
Amaggi,Amaggi Commodities,Vendaval,"Rodovia MT-338, Km 143 + 20 Km a direita, Porto dos Gaúchos - Mato Grosso","56º21'3,00''W","12º3'9,13''S"
Amaggi,Amaggi Commodities,Nova Esperança,"Rodovia MT-338, Km 116 + 1,5 Km direita, Tapurah - Mato Grosso","56º38'41,1''W","12º31'01,0''S"
Amaggi,Amaggi Commodities,Santa Ignes,"Rodovia MT-338, Km 106 + 4 Km esquerda, Tapurah - Mato Grosso","56º38'32,9''W","12º35'17,4''S"
Amaggi,Amaggi Commodities,São Francisco do Sul,"Rodovia MT 338 Km 110, mais 4 Km a esquerda, Tapurah - Mato Grosso","56º39'29,51''W","12º35'33,44''S"
Amaggi,Amaggi Commodities,Don Aro,"Linha MA 26 Complemento MP 72 GL Machadinho, Ariquemes - Rondônia",61º59'0.85''W,9º34'17.73''S
Amaggi,Amaggi Commodities,Rincão Florido,"Rodovia MT-010, Km 160 esquerda, Ipiranga do Norte - Mato Grosso","56º18'39,6''W","12º19'49,2''S"
Amaggi,Amaggi Commodities,Vendaval,"Rodovia MT-338, Km 143 + 20 Km a direita, Porto dos Gaúchos - Mato Grosso","56º21'3,00''W","12º3'9,13''S"
Amaggi,Amaggi Commodities,Poranga,"Rodovia BR-163, Km 755, Sorriso - Mato Grosso",55º37'02''W,12º28'10''S
Amaggi,Amaggi Commodities,Reunidas São Roberto,"Rodovia MT 242 sentido Nova Ubiratã Km 17 a esquerda por mais 6 Km, Vera - Mato Grosso",55º30'46''W,12º37'2''S
Amaggi,Amaggi Commodities,Vitoria,"Gleba Nucleo Colonial Rio Ferra,Vera - Mato Gross","55º01'55,86''W","12º27'40,11''S"
Amaggi,Amaggi Commodities,Riograndense,"Rod BR 163, Km 742, mais 10 Km a esquerda, Sorriso - Mato Grosso",55º38'5''W,12º33'26''
Amaggi,Amaggi Commodities,Pomba Branca,"Rod BR 163, Km 740, mais 35 Km a esquerda, Sorriso - Mato Grosso",55º52'17''W,12º21'53''S
Amaggi,Amaggi Commodities,Horizontina,"Estrada de Ipiranga do Norte a Sinop - MT 222, mas 12 KM, Sorriso - Mato Grosso",56º4'5''W,11º53'26''S
Amaggi,Amaggi Commodities,Silvano I e Nossa Senhora Aparecida,"Linha Celeste, Km 20, Vera - Mato Grosso","55º34' 09,65''W","12º33' 24,39''S"
Amaggi,Amaggi Commodities,Santa Lucia,"Rodovia BR 163 Km 689, mais 33 à esquerda, Lucas do Rio Verde - Mato Grosso","55º43'17,4''W","12º51' 55,6''S"
Amaggi,Amaggi Commodities,Rancho Alegre,"Rod. BR 163, KM 585, a direita mais 110 KM, Santa Rita do Trivelato - Distrito de Pacoval - Mato Grosso","55º18'03,1''W","14º06'52,3''"
Amaggi,Amaggi Commodities,Fabiane II,"Rodovia BR 163, Km 600, à direita mais 28 Km pela MT 235, Nova Mutum - Mato Grosso","55º52'23,06''W","13º45'9,76''S"
Amaggi,Amaggi Commodities,Globo,"Rodovia BR-364, Km 1056, Sapezal - Mato Grosso","58º35' 35,9''W","12º 57'06,6''S"
Amaggi,Amaggi Commodities,Santa Rosa do Paraná I e II,"Rodovia MT 235, Km 137, entrando à direita percorre-se uma distância de 17 quilômetros, Sapezal - Mato Grosso",58º51'28''W,13º24'40''S
Amaggi,Amaggi Commodities,Paraíso,"Rodovia MT 235, Km 80, + 23 Km à direita, Sapezal - Mato Grosso",58º27'39'' W,13º22'33'' S
Amaggi,Amaggi Commodities,Canário e Rodeio,"Rodovia MT 235, Km 110 + 20 Km à direita, Sapezal - Mato Grosso",58º42'14''W,13º37'39'' S
Amaggi,Amaggi Commodities,Flexa de Ouro I,"Rodovia MT-170, Km 200 + 2 à esquerda, Brasnorte - Mato Grosso","58º05'58,4''W","12º33'15,0''S"
Amaggi,Amaggi Commodities,Flexa de Ouro II,"Rodovia estadual MT 220 Km 70, Juara - Mato Grosso","57º53'31,7''W","11º32'38,5''S"
Amaggi,Amaggi Commodities,Lajeada,"Rodovia MT 388 Km 45, linha alto Juruena, Campo de Júlio - Mato Grosso",59º12'5.34''W,14º06'23''S
Amaggi,Amaggi Commodities,Estrela,"Rodovia MT-170, Km 50 à direita, Campo Novo do Parecis - Mato Grosso","57º57'48,39''W","13º52'11,79''S"
Amaggi,Amaggi Commodities,Santa Maria,"Rodovia MT-170, Km 80 + 50 Km direita, Campo Novo do Parecis - Mato Grosso","57º43'30,0''W","13º19'41,2''S"
Amaggi,Amaggi Commodities,Santa Maria (Cristina),"Rodovia MT-170, Km 74 + 40 Km direita, Campo Novo do Parecis - Mato Grosso","57º55'33,93''W","13º47'5,91''S"
Amaggi,Amaggi Commodities,Santa Amelia / Curitiba,"Rodovia MT-170, Km 74 + 40 Km direita, Campo Novo do Parecis - Mato Grosso","57º35'14,8''W","13º49'0,8''S"
Amaggi,Amaggi Commodities,Vista Alegre,"Rodovia MT-170, Km 75 + 22 Km direita, Campo Novo do Parecis - Mato Grosso","57º43'34,7''W","13º33'34,7''S"
Amaggi,Amaggi Commodities,Sudoeste,"Rodovia MT-170, Km 74 + 40 Km direita, Campo Novo do Parecis - Mato Grosso","57º32'26,6''W","13º45'26,6''S"
Amaggi,Amaggi Commodities,Piramide,"Rodovia MT-170, Km 86 + 40 Km direita, Campo Novo do Parecis - Mato Grosso","57º46'50,4'' W","13º18'03,5''S"
Amaggi,Amaggi Commodities,São Carlos,"Rodovia MT-170, Km 90 + 2 Km esquerda, Campo Novo do Parecis - Mato Gross","57º56'10,81''W","13º34'14,98''S"
Amaggi,Amaggi Commodities,Porta do Céu,"Rodovia MT-170, Km 90 + 2 Km esquerda - Campo Novo do Parecis - Mato Grosso","57º56'10,81''W","13º34'14,98''S"
